client_fund_id,client_id,fund_id,amount_invested_in_fund,date_invested
1027_94857669,1027,94857669,29.066557896920045,18/01/2023
1027_25889324,1027,25889324,53.345129699438345,28/01/2023
1027_34526288,1027,34526288,543.6850351277391,17/02/2023
1027_67105559,1027,67105559,1632.7618626317421,15/03/2023
1027_14687907,1027,14687907,284.49978524042757,02/04/2023
1027_90221422,1027,90221422,869.8833583722665,10/04/2023
1027_92092819,1027,92092819,125.18870306042338,03/05/2023
1027_13295130,1027,13295130,70.80793894911326,06/05/2023
1027_53789482,1027,53789482,928.8636346193322,10/05/2023
1027_15980403,1027,15980403,680.1598711460729,21/05/2023
1027_76027957,1027,76027957,1577.004322677561,15/06/2023
1027_33740742,1027,33740742,523.6499067416244,12/07/2023
1028_44459913,1028,44459913,1068.1534270698367,07/05/2023
1028_11726159,1028,11726159,834.2443933375658,19/05/2023
1028_30083558,1028,30083558,1037.6398055831503,18/06/2023
1028_10343778,1028,10343778,172.1447888004806,01/07/2023
1029_59674173,1029,59674173,698.7648032077336,09/07/2022
1029_29659229,1029,29659229,772.7706371006614,06/08/2022
1029_35172614,1029,35172614,67.42115106538992,09/08/2022
1029_92092819,1029,92092819,167.94744360204214,16/08/2022
1029_17990872,1029,17990872,601.7856286261922,24/08/2022
1029_66298485,1029,66298485,71.83982439395146,12/09/2022
1029_67720775,1029,67720775,767.2195587589888,25/09/2022
1029_69007006,1029,69007006,560.1365497725775,18/10/2022
1029_76027957,1029,76027957,362.28908609631,05/11/2022
1029_18835101,1029,18835101,473.0754925551802,07/11/2022
1029_35323285,1029,35323285,91.35097003323357,24/11/2022
1029_23755140,1029,23755140,251.35028975891368,22/12/2022
1029_40987651,1029,40987651,587.6449373737701,16/01/2023
1029_80648378,1029,80648378,330.09382331244086,22/01/2023
1029_70942937,1029,70942937,368.49492543817803,31/01/2023
1029_85264831,1029,85264831,708.1320128526281,02/02/2023
1029_66900412,1029,66900412,463.46447149157893,22/02/2023
1029_98704577,1029,98704577,405.52255359084273,25/02/2023
1029_48523271,1029,48523271,641.5756859900852,12/03/2023
1029_94710676,1029,94710676,337.80383233021416,26/03/2023
1029_53789482,1029,53789482,100.24588249092548,29/03/2023
1029_27561672,1029,27561672,462.05440758607284,30/03/2023
1029_18710196,1029,18710196,119.82857484556438,19/04/2023
1029_34526288,1029,34526288,729.1768880881502,15/05/2023
1029_55961746,1029,55961746,192.68191892564886,07/06/2023
1029_35373597,1029,35373597,39.18120817190169,13/06/2023
1029_96434945,1029,96434945,713.5927764628295,25/06/2023
1029_41229437,1029,41229437,461.40793413887127,02/07/2023
1030_59674173,1030,59674173,127.27528808274776,11/04/2023
1030_11151808,1030,11151808,115.61963789260643,26/04/2023
1030_94857669,1030,94857669,676.301667974777,30/04/2023
1030_33740742,1030,33740742,226.86796928595672,19/05/2023
1030_45329806,1030,45329806,525.2351021864777,21/05/2023
1030_32280285,1030,32280285,616.0303272089482,16/06/2023
1030_25104089,1030,25104089,424.1494054209567,06/07/2023
1031_71048022,1031,71048022,12.76775895332582,04/09/2022
1031_91054577,1031,91054577,123.8323086693754,27/09/2022
1031_78254115,1031,78254115,215.80826629933193,29/09/2022
1031_33478362,1031,33478362,229.13830728934846,08/10/2022
1031_34526288,1031,34526288,41.75939696627487,18/10/2022
1031_11726159,1031,11726159,117.26263318266348,04/11/2022
1031_64746348,1031,64746348,139.4954513240022,18/11/2022
1031_53789482,1031,53789482,202.0541931936585,26/11/2022
1031_69506916,1031,69506916,114.88394837772267,01/12/2022
1031_25889324,1031,25889324,56.78385811115513,29/12/2022
1031_18835101,1031,18835101,29.95739254650905,18/01/2023
1031_11151808,1031,11151808,113.09724193931034,26/01/2023
1031_90221422,1031,90221422,23.596998923911407,16/02/2023
1031_98595835,1031,98595835,59.23818861963829,23/02/2023
1031_61229971,1031,61229971,48.249062989722006,05/03/2023
1031_76027957,1031,76027957,167.48268296504537,10/03/2023
1031_96555478,1031,96555478,77.06715946268008,04/04/2023
1031_40101706,1031,40101706,80.43708650416681,30/04/2023
1031_70332253,1031,70332253,55.01458431365706,28/05/2023
1031_76486840,1031,76486840,209.92147320801507,27/06/2023
1032_95972425,1032,95972425,1363.2444171381962,19/09/2022
1032_11605458,1032,11605458,1511.2755575425895,18/10/2022
1032_67720775,1032,67720775,1613.5121419842442,06/11/2022
1032_94710676,1032,94710676,2662.6324777705945,03/12/2022
1032_98704577,1032,98704577,3245.9197148437584,17/12/2022
1032_19220379,1032,19220379,1247.5521387523168,08/01/2023
1032_98987354,1032,98987354,2589.8380456806785,05/02/2023
1032_13295130,1032,13295130,656.1524615197942,04/03/2023
1032_54160469,1032,54160469,2529.1547569261384,02/04/2023
1032_33740742,1032,33740742,1094.3741437052695,08/04/2023
1032_98760799,1032,98760799,3429.769852966038,25/04/2023
1032_96555478,1032,96555478,874.4130491041516,09/05/2023
1032_40101706,1032,40101706,3397.569807985574,25/05/2023
1032_17599605,1032,17599605,249.93105096992966,19/06/2023
1032_76486840,1032,76486840,609.6208455698994,20/06/2023
1032_61142446,1032,61142446,3154.676799870679,12/07/2023
1033_85253961,1033,85253961,2025.6655022757302,07/03/2023
1033_22675579,1033,22675579,473.8876732725029,18/03/2023
1033_41229437,1033,41229437,642.2386637567125,12/04/2023
1033_91054577,1033,91054577,1125.6568621420809,13/04/2023
1033_35172614,1033,35172614,1831.9677468858617,26/04/2023
1033_64746348,1033,64746348,1666.7959621490506,04/05/2023
1033_76027957,1033,76027957,1244.971116980086,30/05/2023
1033_98866743,1033,98866743,701.0994586169513,12/06/2023
1033_36548480,1033,36548480,2059.752527446646,18/06/2023
1033_11151808,1033,11151808,2621.3666242532004,19/06/2023
1033_44459913,1033,44459913,2443.1655269520525,14/07/2023
1033_29659229,1033,29659229,2553.214610492864,18/07/2023
1034_98987354,1034,98987354,2851.434580921213,21/10/2022
1034_11605458,1034,11605458,3255.3170134875886,30/10/2022
1034_73110676,1034,73110676,1555.010873352881,14/11/2022
1034_15753539,1034,15753539,3271.1775382886494,14/12/2022
1034_70137966,1034,70137966,2803.6343339702644,07/01/2023
1034_35172614,1034,35172614,1941.3575225943616,19/01/2023
1034_65832217,1034,65832217,282.78723899365275,17/02/2023
1034_92092819,1034,92092819,1903.7400869925461,19/02/2023
1034_98760799,1034,98760799,3591.1858304988878,20/03/2023
1034_36548480,1034,36548480,1432.071274444957,08/04/2023
1034_76027957,1034,76027957,2156.389593105868,03/05/2023
1034_91054577,1034,91054577,1120.2248728013221,19/05/2023
1034_18835101,1034,18835101,1616.9118317741047,31/05/2023
1034_64085982,1034,64085982,320.69283462881236,21/06/2023
1034_95426874,1034,95426874,1401.5876399058448,27/06/2023
1034_74975024,1034,74975024,3704.389225544532,18/07/2023
1035_40101706,1035,40101706,38.95921119319666,11/08/2022
1035_64746348,1035,64746348,52.475088876762506,09/09/2022
1035_19220379,1035,19220379,15.979123155727388,05/10/2022
1035_70534354,1035,70534354,462.8251149785602,26/10/2022
1035_98704577,1035,98704577,846.758291268918,09/11/2022
1035_36548480,1035,36548480,1561.197029196338,18/11/2022
1035_80102345,1035,80102345,1610.0548830132227,08/12/2022
1035_76027957,1035,76027957,1028.8654225564467,12/12/2022
1035_23755140,1035,23755140,1032.1276703744138,18/12/2022
1035_41229437,1035,41229437,951.1730848194643,25/12/2022
1035_95510903,1035,95510903,1955.2749567996789,30/12/2022
1035_88997679,1035,88997679,785.6734668839368,22/01/2023
1035_70942937,1035,70942937,791.2189801489828,31/01/2023
1035_35373597,1035,35373597,782.2708535565359,07/02/2023
1035_18710196,1035,18710196,1230.6924025423327,05/03/2023
1035_98760799,1035,98760799,1139.557386424371,24/03/2023
1035_92092819,1035,92092819,1597.2735217048405,01/04/2023
1035_85253961,1035,85253961,145.1784380308485,28/04/2023
1035_90221422,1035,90221422,1852.95616590625,15/05/2023
1035_73363229,1035,73363229,1773.2817343916747,13/06/2023
1035_70137966,1035,70137966,831.1161372042051,25/06/2023
1035_40987651,1035,40987651,1242.8505758052356,26/06/2023
1035_55961746,1035,55961746,1414.009265670714,20/07/2023
1036_40987651,1036,40987651,375.28421434064137,09/09/2022
1036_34526288,1036,34526288,711.7975932464909,28/09/2022
1036_70137966,1036,70137966,419.84199830640756,02/10/2022
1036_43224861,1036,43224861,619.7648086167852,22/10/2022
1036_42636156,1036,42636156,813.6836930710746,28/10/2022
1036_65832217,1036,65832217,536.7875168740883,14/11/2022
1036_14687907,1036,14687907,863.6371148481355,01/12/2022
1036_70534354,1036,70534354,222.7348932182279,12/12/2022
1036_35323285,1036,35323285,472.866914469575,29/12/2022
1036_78246678,1036,78246678,458.68175969885897,28/01/2023
1036_13295130,1036,13295130,227.93652364028196,06/02/2023
1036_30083558,1036,30083558,546.5806492759051,15/02/2023
1036_95972425,1036,95972425,96.08711471700825,19/02/2023
1036_80102345,1036,80102345,101.63070055262371,06/03/2023
1036_73363229,1036,73363229,632.7358218177546,09/03/2023
1036_98760799,1036,98760799,507.7438948592234,23/03/2023
1036_15980403,1036,15980403,595.3400560890908,21/04/2023
1036_18094386,1036,18094386,683.2340989835726,14/05/2023
1036_67105559,1036,67105559,870.8808309306145,18/05/2023
1036_95510973,1036,95510973,834.718254061427,15/06/2023
1036_53789482,1036,53789482,459.62972060958197,08/07/2023
1037_11151808,1037,11151808,452.89565669661425,04/03/2023
1037_33740742,1037,33740742,690.3373604884329,26/03/2023
1037_74975024,1037,74975024,555.114011081639,18/04/2023
1037_96434945,1037,96434945,462.1143102377067,19/04/2023
1037_90221422,1037,90221422,416.95354600510655,18/05/2023
1037_24137221,1037,24137221,539.2877173199254,25/05/2023
1037_58456060,1037,58456060,158.69008779404686,21/06/2023
1037_70942937,1037,70942937,102.5527271428484,11/07/2023
1038_61229971,1038,61229971,993.3666079090245,09/04/2023
1038_53789482,1038,53789482,1077.5591678416604,24/04/2023
1038_40987651,1038,40987651,1170.413091914692,09/05/2023
1038_76359079,1038,76359079,446.400605101995,08/06/2023
1038_73110676,1038,73110676,620.2841899330791,29/06/2023
1039_79502565,1039,79502565,1274.174065049603,14/05/2023
1039_76486840,1039,76486840,3357.045410973379,07/06/2023
1039_22675579,1039,22675579,1894.317093750933,20/06/2023
1039_94857669,1039,94857669,500.11814941244177,08/07/2023
1040_76027957,1040,76027957,6734.207902452924,12/07/2022
1040_67105559,1040,67105559,482.94123071649176,07/08/2022
1040_32280285,1040,32280285,9205.029764934461,13/08/2022
1040_42636156,1040,42636156,1676.1932898139496,25/08/2022
1040_59674173,1040,59674173,6766.941513840608,03/09/2022
1040_22675579,1040,22675579,6648.476095498938,19/09/2022
1040_64085982,1040,64085982,9496.004847494823,23/09/2022
1040_65479469,1040,65479469,1812.3720665288754,07/10/2022
1040_85253961,1040,85253961,7525.843373795717,29/10/2022
1040_45329806,1040,45329806,757.8462723544413,28/11/2022
1040_24137221,1040,24137221,2991.436728077325,04/12/2022
1040_19220379,1040,19220379,7384.35723420358,21/12/2022
1040_20686927,1040,20686927,775.7593114396554,02/01/2023
1040_69506916,1040,69506916,7247.270435999916,19/01/2023
1040_27996796,1040,27996796,1378.612386923529,30/01/2023
1040_10343778,1040,10343778,129.24251178982908,08/02/2023
1040_92092819,1040,92092819,10071.263295016224,19/02/2023
1040_96434945,1040,96434945,8325.242918109354,25/02/2023
1040_32254796,1040,32254796,4162.8457259865645,24/03/2023
1040_44459913,1040,44459913,6684.807988760781,11/04/2023
1040_22657204,1040,22657204,2025.439006262006,18/04/2023
1041_53952501,1041,53952501,2715.910021065373,24/04/2023
1041_41229437,1041,41229437,2180.663942180755,25/04/2023
1041_59674173,1041,59674173,177.6515101073573,06/05/2023
1041_91054577,1041,91054577,5239.236757081428,25/05/2023
1041_94857669,1041,94857669,5494.684964693016,17/06/2023
1041_76027957,1041,76027957,4741.650364872072,02/07/2023
1042_70332253,1042,70332253,15657.947066369567,13/11/2022
1042_95426874,1042,95426874,14285.812656442402,01/12/2022
1042_67105559,1042,67105559,10977.517462201951,27/12/2022
1042_65832217,1042,65832217,13559.815253634484,05/01/2023
1042_30083558,1042,30083558,19199.21222209734,15/01/2023
1042_56641766,1042,56641766,5017.821532535016,25/01/2023
1042_53952501,1042,53952501,11911.011511261302,01/02/2023
1042_78246678,1042,78246678,11825.191437676927,27/02/2023
1042_71048022,1042,71048022,2038.958403281185,23/03/2023
1042_33740742,1042,33740742,14025.474254499817,05/04/2023
1043_25104089,1043,25104089,116.82249209801515,20/06/2022
1043_65832217,1043,65832217,347.9444878225058,07/07/2022
1043_40987651,1043,40987651,432.5764253361577,10/07/2022
1043_76359079,1043,76359079,89.02005765826901,23/07/2022
1043_66298485,1043,66298485,38.846270327907476,10/08/2022
1043_45329806,1043,45329806,139.36690687509508,05/09/2022
1043_85253961,1043,85253961,288.4008397777699,12/09/2022
1043_14687907,1043,14687907,438.05786651698173,24/09/2022
1043_48523271,1043,48523271,91.09577550843746,15/10/2022
1043_74975024,1043,74975024,43.401930588989075,04/11/2022
1043_49618219,1043,49618219,366.50017775631807,01/12/2022
1043_76486840,1043,76486840,196.76690276898938,06/12/2022
1043_15980403,1043,15980403,215.12042901174948,17/12/2022
1043_98866743,1043,98866743,378.35787097851534,10/01/2023
1043_96555478,1043,96555478,55.180284492592456,20/01/2023
1043_27996796,1043,27996796,89.84842423319685,15/02/2023
1043_96434945,1043,96434945,117.72212443494541,24/02/2023
1043_67105559,1043,67105559,367.5742528089923,01/03/2023
1043_20686927,1043,20686927,405.1779057625851,09/03/2023
1043_94710676,1043,94710676,273.9179428350514,07/04/2023
1043_30083558,1043,30083558,195.95227387044625,21/04/2023
1043_98595835,1043,98595835,259.5649555716073,12/05/2023
1043_91054577,1043,91054577,280.6536858993033,20/05/2023
1043_27561672,1043,27561672,187.85701601038215,17/06/2023
1043_22675579,1043,22675579,89.45595505519542,27/06/2023
1044_73363229,1044,73363229,5122.453152666316,28/04/2023
1044_32280285,1044,32280285,933.78197306388,09/05/2023
1044_61229971,1044,61229971,4139.598619948664,25/05/2023
1044_44459913,1044,44459913,2506.919380012831,06/06/2023
1044_23755140,1044,23755140,2781.5013271745142,28/06/2023
1045_45360976,1045,45360976,1350.3442851415011,10/02/2023
1045_22675579,1045,22675579,1666.4750368569769,11/02/2023
1045_15980403,1045,15980403,636.2683628992485,19/02/2023
1045_65479469,1045,65479469,2911.8208416231864,15/03/2023
1045_76486840,1045,76486840,3206.43526084087,20/03/2023
1045_72997430,1045,72997430,2487.4346402160445,14/04/2023
1045_27561672,1045,27561672,775.2883441610943,07/05/2023
1045_32254796,1045,32254796,2898.3241125280438,15/05/2023
1045_48523271,1045,48523271,2665.4231570733905,22/05/2023
1045_96434945,1045,96434945,115.72344180824982,25/05/2023
1045_27996796,1045,27996796,1551.8981365344996,09/06/2023
1045_23755140,1045,23755140,1805.2220609113672,30/06/2023
1045_42636156,1045,42636156,3094.401773521602,15/07/2023
1046_66900412,1046,66900412,688.7393121350917,08/04/2023
1046_18094386,1046,18094386,3350.4403466250387,04/05/2023
1046_98595835,1046,98595835,3764.1228165616303,01/06/2023
1046_34526288,1046,34526288,2590.536041310705,14/06/2023
1046_91054577,1046,91054577,756.6431036436412,03/07/2023
1047_11605458,1047,11605458,4571.539906881716,26/02/2023
1047_67105559,1047,67105559,343.63414226138127,06/03/2023
1047_24137221,1047,24137221,4542.725279987133,28/03/2023
1047_17990872,1047,17990872,2574.05443712754,08/04/2023
1047_94710676,1047,94710676,5237.355354084304,24/04/2023
1047_19220379,1047,19220379,1085.2217027259967,18/05/2023
1047_43224861,1047,43224861,797.1225987799004,01/06/2023
1047_59674173,1047,59674173,2838.8573735304135,29/06/2023
1048_27561672,1048,27561672,3428.387498662895,24/10/2022
1048_67105559,1048,67105559,3946.8376707192765,12/11/2022
1048_27996796,1048,27996796,2365.5735588267603,17/11/2022
1048_94710676,1048,94710676,3042.9457643096007,10/12/2022
1048_11726159,1048,11726159,783.9661378916585,21/12/2022
1048_98987354,1048,98987354,2946.3353000545885,30/12/2022
1048_11605458,1048,11605458,2747.831868841167,14/01/2023
1048_78254115,1048,78254115,1385.7295450871359,23/01/2023
1048_25104089,1048,25104089,1036.6568909495004,11/02/2023
1048_58456060,1048,58456060,730.3282594726561,14/02/2023
1048_29659229,1048,29659229,3646.3675582648643,21/02/2023
1048_18710196,1048,18710196,3470.870019004262,08/03/2023
1048_98760799,1048,98760799,1247.5994914635255,01/04/2023
1048_95426874,1048,95426874,3310.50215352994,04/04/2023
1048_49618219,1048,49618219,4505.613644647825,21/04/2023
1048_85264831,1048,85264831,97.37864101056263,14/05/2023
1048_64746348,1048,64746348,3491.071645694763,03/06/2023
1048_61229971,1048,61229971,92.31781289875853,09/06/2023
1048_40101706,1048,40101706,3946.2628356625046,04/07/2023
1048_35172614,1048,35172614,470.75926000454024,08/07/2023
1049_25104089,1049,25104089,556.3242648953644,20/03/2023
1049_95972425,1049,95972425,1380.6879802533597,19/04/2023
1049_15753539,1049,15753539,716.2293567802483,05/05/2023
1049_42636156,1049,42636156,1418.9894383993146,24/05/2023
1049_98704577,1049,98704577,297.5951084828261,12/06/2023
1049_69506916,1049,69506916,298.45741374040745,13/06/2023
1049_18710196,1049,18710196,1606.5823730021395,09/07/2023
1049_27561672,1049,27561672,1609.5366921748475,12/07/2023
1049_11726159,1049,11726159,654.6973209743422,17/07/2023
1050_64746348,1050,64746348,764.1277854640621,10/10/2022
1050_69506916,1050,69506916,285.3563007160591,11/10/2022
1050_76359079,1050,76359079,68.48788454155151,25/10/2022
1050_32280285,1050,32280285,749.6880294681552,18/11/2022
1050_95426874,1050,95426874,1034.660851600339,01/12/2022
1050_23755140,1050,23755140,122.2614341343551,06/12/2022
1050_33740742,1050,33740742,857.5221690564106,27/12/2022
1050_76486840,1050,76486840,676.6550437183705,07/01/2023
1050_98704577,1050,98704577,1127.2923008110738,18/01/2023
1050_15753539,1050,15753539,625.6843983168775,03/02/2023
1050_20686927,1050,20686927,1059.8252777929895,07/02/2023
1050_25104089,1050,25104089,882.440578821076,14/02/2023
1050_78246678,1050,78246678,732.5963768173752,27/02/2023
1050_98987354,1050,98987354,460.3784124990857,15/03/2023
1050_10343778,1050,10343778,626.2722301185756,27/03/2023
1050_85264831,1050,85264831,532.2271465968442,28/03/2023
1050_22675579,1050,22675579,1146.9391297617674,15/04/2023
1050_95510973,1050,95510973,731.7502273712412,29/04/2023
1050_98595835,1050,98595835,51.97578856738056,13/05/2023
1050_35172614,1050,35172614,1213.7272542570058,15/05/2023
1050_70534354,1050,70534354,275.022605121355,31/05/2023
1050_98866743,1050,98866743,210.35153405290623,02/06/2023
1050_98760799,1050,98760799,896.907599054422,05/06/2023
1050_76027957,1050,76027957,322.1821895782629,21/06/2023
1050_70332253,1050,70332253,777.9683474563984,12/07/2023
1051_78254115,1051,78254115,372.76072329749394,05/06/2023
1051_35373597,1051,35373597,1601.1023516656949,06/06/2023
1051_98987354,1051,98987354,1548.6597715640557,14/06/2023
1051_35172614,1051,35172614,536.6388794639646,16/06/2023
1051_17599605,1051,17599605,702.5168041110023,09/07/2023
1052_76486840,1052,76486840,173.4873673765184,25/05/2023
1052_76027957,1052,76027957,292.23463101181534,10/06/2023
1052_78254115,1052,78254115,2108.5164630938343,15/06/2023
1052_11726159,1052,11726159,548.990292604289,02/07/2023
1053_36548480,1053,36548480,569.5800512752382,24/08/2022
1053_67105559,1053,67105559,329.9805137307722,14/09/2022
1053_33478362,1053,33478362,190.02802868453963,11/10/2022
1053_70534354,1053,70534354,708.5957680675594,18/10/2022
1053_32280285,1053,32280285,689.1950412719241,13/11/2022
1053_58456060,1053,58456060,301.047016393871,11/12/2022
1053_25889324,1053,25889324,83.23207919228543,07/01/2023
1053_98866743,1053,98866743,178.51508053001254,09/01/2023
1053_73110676,1053,73110676,490.6702767155209,18/01/2023
1053_90221422,1053,90221422,516.3434323390965,14/02/2023
1053_92092819,1053,92092819,682.1221921723303,04/03/2023
1053_15980403,1053,15980403,373.8845198658288,23/03/2023
1053_27561672,1053,27561672,4.059158617368767,09/04/2023
1053_65832217,1053,65832217,289.99260722160915,04/05/2023
1053_40987651,1053,40987651,119.71805151454207,05/05/2023
1053_65479469,1053,65479469,149.08054056630107,16/05/2023
1053_85253961,1053,85253961,81.10312638600303,24/05/2023
1053_29659229,1053,29659229,91.13478677631409,17/06/2023
1053_42636156,1053,42636156,535.9535017887463,12/07/2023
1053_70137966,1053,70137966,546.0658164124806,17/07/2023
1054_53952501,1054,53952501,197.95844924583378,22/06/2022
1054_40101706,1054,40101706,49.08374934128177,01/07/2022
1054_15980403,1054,15980403,4.735922765714678,31/07/2022
1054_73110676,1054,73110676,164.7016860640496,28/08/2022
1054_96555478,1054,96555478,11.544204023659463,19/09/2022
1054_19220379,1054,19220379,71.54670888537993,24/09/2022
1054_70332253,1054,70332253,298.13258463530883,19/10/2022
1054_94857669,1054,94857669,136.17979824678793,05/11/2022
1054_64746348,1054,64746348,269.64890004841004,25/11/2022
1054_74975024,1054,74975024,132.64975515589532,20/12/2022
1054_91054577,1054,91054577,175.52470341157098,12/01/2023
1054_41229437,1054,41229437,58.16555702380446,14/01/2023
1054_56641766,1054,56641766,207.67344549834758,15/01/2023
1054_13295130,1054,13295130,274.63603656523605,18/01/2023
1054_59674173,1054,59674173,249.26775368733223,12/02/2023
1054_92092819,1054,92092819,219.48259692639022,06/03/2023
1054_36548480,1054,36548480,141.37121949582436,23/03/2023
1054_32280285,1054,32280285,105.76350163869911,31/03/2023
1054_29659229,1054,29659229,203.41242969399053,09/04/2023
1054_98704577,1054,98704577,20.490048278387107,10/04/2023
1054_30083558,1054,30083558,273.8029350510026,26/04/2023
1054_32254796,1054,32254796,240.67728932927605,05/05/2023
1054_90221422,1054,90221422,195.84632752534662,19/05/2023
1054_22657204,1054,22657204,218.7860768246933,31/05/2023
1054_44459913,1054,44459913,99.95825518055261,28/06/2023
1054_45329806,1054,45329806,84.21876436808667,03/07/2023
1054_49618219,1054,49618219,269.4680904126133,12/07/2023
1055_96555478,1055,96555478,14.772294059777925,04/08/2022
1055_61142446,1055,61142446,16.149290968760265,05/08/2022
1055_95426874,1055,95426874,41.322837588521196,01/09/2022
1055_25889324,1055,25889324,34.40022693281454,15/09/2022
1055_20686927,1055,20686927,30.91602695188122,16/09/2022
1055_70942937,1055,70942937,7.5291494983791045,07/10/2022
1055_11151808,1055,11151808,32.833506878717735,18/10/2022
1055_14687907,1055,14687907,6.103140150145955,19/10/2022
1055_65479469,1055,65479469,9.33816665270946,16/11/2022
1055_24137221,1055,24137221,45.05113075395097,26/11/2022
1055_34526288,1055,34526288,3.317786395491121,18/12/2022
1055_33740742,1055,33740742,24.888826774235437,31/12/2022
1055_73363229,1055,73363229,23.93482609796919,27/01/2023
1055_73110676,1055,73110676,23.883333237814814,16/02/2023
1055_94857669,1055,94857669,33.85506219183365,06/03/2023
1055_32280285,1055,32280285,5.920324228088871,04/04/2023
1055_45329806,1055,45329806,33.959714761895256,26/04/2023
1055_69007006,1055,69007006,13.27860269671768,10/05/2023
1055_27561672,1055,27561672,20.579593452339438,28/05/2023
1055_18835101,1055,18835101,8.135956553066464,20/06/2023
1055_11726159,1055,11726159,24.830295012984926,12/07/2023
1055_35172614,1055,35172614,47.90410005260185,20/07/2023
1056_71048022,1056,71048022,8059.987826402356,03/11/2022
1056_32254796,1056,32254796,2642.8382863523025,16/11/2022
1056_79502565,1056,79502565,5167.3643054905915,23/11/2022
1056_14687907,1056,14687907,2214.2103511742316,19/12/2022
1056_35373597,1056,35373597,3896.53521412335,05/01/2023
1056_58456060,1056,58456060,3303.4223873796363,21/01/2023
1056_80648378,1056,80648378,6940.723682812115,29/01/2023
1056_33478362,1056,33478362,7400.532713246025,25/02/2023
1056_76486840,1056,76486840,206.46174480788676,09/03/2023
1056_76359079,1056,76359079,4715.368106566874,16/03/2023
1056_18710196,1056,18710196,6185.789355533767,13/04/2023
1056_95510903,1056,95510903,1352.0456485236527,02/05/2023
1056_90221422,1056,90221422,2316.5279907050763,29/05/2023
1056_73363229,1056,73363229,3667.5841443510167,06/06/2023
1056_98704577,1056,98704577,6504.053652531104,18/06/2023
1057_96555478,1057,96555478,604.2081687454516,26/11/2022
1057_40987651,1057,40987651,508.23474189566554,13/12/2022
1057_76359079,1057,76359079,239.48265208629257,08/01/2023
1057_48523271,1057,48523271,9.142972040321123,17/01/2023
1057_36548480,1057,36548480,592.7129252108349,06/02/2023
1057_14687907,1057,14687907,573.5172551976572,13/02/2023
1057_43224861,1057,43224861,646.4513529738113,14/02/2023
