fund_id,date,bps_rate
35373597,01/08/2022,0.002979655
35373597,02/08/2022,0.001651028
35373597,03/08/2022,0.001821273
35373597,04/08/2022,0.001478504
35373597,05/08/2022,0.001172242
35373597,06/08/2022,0.003846326
35373597,07/08/2022,0.00254657
35373597,08/08/2022,-0.004749626
35373597,09/08/2022,-0.003643272
35373597,10/08/2022,-0.004579963
35373597,11/08/2022,0.002088888
35373597,12/08/2022,0.0031578
35373597,13/08/2022,0.000929282
35373597,14/08/2022,0.003173834
35373597,15/08/2022,0.003442689
35373597,16/08/2022,0.00066745
35373597,17/08/2022,0.000139574
35373597,18/08/2022,0.002090162
35373597,19/08/2022,0.003335404
35373597,20/08/2022,-0.002070502
35373597,21/08/2022,-0.00425053
35373597,22/08/2022,-0.002411843
35373597,23/08/2022,-0.000302281
35373597,24/08/2022,-0.002568404
35373597,25/08/2022,-0.001557784
35373597,26/08/2022,-0.001307355
35373597,27/08/2022,-0.003652704
35373597,28/08/2022,0.004756339
35373597,29/08/2022,-0.001601884
35373597,30/08/2022,-0.003351388
35373597,31/08/2022,-0.00045085
35373597,01/09/2022,-0.004096504
35373597,02/09/2022,0.001974512
35373597,03/09/2022,-0.00387036
35373597,04/09/2022,0.002345113
35373597,05/09/2022,0.004094276
35373597,06/09/2022,6.01E-05
35373597,07/09/2022,-0.001910199
35373597,08/09/2022,-0.001913091
35373597,09/09/2022,0.000151595
35373597,10/09/2022,-0.003472242
35373597,11/09/2022,0.00119286
35373597,12/09/2022,-0.001060874
35373597,13/09/2022,-0.00091972
35373597,14/09/2022,0.003155097
35373597,15/09/2022,-0.001123029
35373597,16/09/2022,-0.002444303
35373597,17/09/2022,0.003252161
35373597,18/09/2022,0.001790668
35373597,19/09/2022,0.001771314
35373597,20/09/2022,0.000505187
35373597,21/09/2022,0.000373962
35373597,22/09/2022,-0.004427448
35373597,23/09/2022,-0.00294452
35373597,24/09/2022,-0.003342971
35373597,25/09/2022,-0.002973091
35373597,26/09/2022,0.000923636
35373597,27/09/2022,0.000230486
35373597,28/09/2022,-0.004524842
35373597,29/09/2022,-0.00192524
35373597,30/09/2022,0.00425259
35373597,01/10/2022,0.004558071
35373597,02/10/2022,-0.003796478
35373597,03/10/2022,-0.00458382
35373597,04/10/2022,-0.004797809
35373597,05/10/2022,-0.004987934
35373597,06/10/2022,0.004927662
35373597,07/10/2022,0.004158714
35373597,08/10/2022,-0.001001924
35373597,09/10/2022,-0.001969532
35373597,10/10/2022,-0.004699843
35373597,11/10/2022,-0.004604512
35373597,12/10/2022,-0.000938426
35373597,13/10/2022,0.0003003
35373597,14/10/2022,-0.000501091
35373597,15/10/2022,0.001562357
35373597,16/10/2022,-0.003903716
35373597,17/10/2022,0.000403826
35373597,18/10/2022,-0.001621831
35373597,19/10/2022,-0.001768006
35373597,20/10/2022,0.003117488
35373597,21/10/2022,0.001925096
35373597,22/10/2022,0.001259073
35373597,23/10/2022,0.002609972
35373597,24/10/2022,0.004565322
35373597,25/10/2022,-0.000818773
35373597,26/10/2022,-0.002026578
35373597,27/10/2022,0.00314506
35373597,28/10/2022,-0.001083109
35373597,29/10/2022,-0.000997655
35373597,30/10/2022,-0.003830489
35373597,31/10/2022,-0.001623601
35373597,01/11/2022,0.001275854
35373597,02/11/2022,0.00372969
35373597,03/11/2022,0.003118503
35373597,04/11/2022,-0.000834222
35373597,05/11/2022,0.002636408
35373597,06/11/2022,0.002492846
35373597,07/11/2022,-0.002269168
35373597,08/11/2022,-0.002479492
35373597,09/11/2022,0.003975788
35373597,10/11/2022,-0.004002647
35373597,11/11/2022,-0.003810191
35373597,12/11/2022,0.004673895
35373597,13/11/2022,0.002283739
35373597,14/11/2022,-0.003638533
35373597,15/11/2022,-0.001098656
35373597,16/11/2022,0.00435072
35373597,17/11/2022,0.001422653
35373597,18/11/2022,-0.002815231
35373597,19/11/2022,0.003394042
35373597,20/11/2022,-0.000482904
35373597,21/11/2022,0.004364014
35373597,22/11/2022,-0.00192451
35373597,23/11/2022,0.003227261
35373597,24/11/2022,-0.001832765
35373597,25/11/2022,0.000126207
35373597,26/11/2022,0.003646403
35373597,27/11/2022,-0.000703604
35373597,28/11/2022,-0.003034477
35373597,29/11/2022,0.001425698
35373597,30/11/2022,0.00072837
35373597,01/12/2022,-0.000246106
35373597,02/12/2022,-0.002564792
35373597,03/12/2022,-0.004922345
35373597,04/12/2022,0.001744369
35373597,05/12/2022,-0.004982661
35373597,06/12/2022,0.002185038
35373597,07/12/2022,0.001274952
35373597,08/12/2022,0.004281787
35373597,09/12/2022,0.000645383
35373597,10/12/2022,0.004394344
35373597,11/12/2022,-0.000696066
35373597,12/12/2022,0.000392894
35373597,13/12/2022,-0.004880944
35373597,14/12/2022,0.003243671
35373597,15/12/2022,0.001478611
35373597,16/12/2022,-0.003206505
35373597,17/12/2022,0.004114185
35373597,18/12/2022,0.002697084
35373597,19/12/2022,0.001850648
35373597,20/12/2022,-0.004809122
35373597,21/12/2022,0.003504926
35373597,22/12/2022,0.000766742
35373597,23/12/2022,-0.003629643
35373597,24/12/2022,0.001731051
35373597,25/12/2022,-0.00480133
35373597,26/12/2022,0.002033055
35373597,27/12/2022,-8.16E-06
35373597,28/12/2022,-0.000989445
35373597,29/12/2022,0.002246631
35373597,30/12/2022,-0.004921259
35373597,31/12/2022,-0.003606545
35373597,01/01/2023,-0.002234669
35373597,02/01/2023,-0.000784268
35373597,03/01/2023,0.001758481
35373597,04/01/2023,0.002936603
35373597,05/01/2023,0.002341284
35373597,06/01/2023,0.002637567
35373597,07/01/2023,-0.004328141
35373597,08/01/2023,0.002541028
35373597,09/01/2023,0.001089016
35373597,10/01/2023,-0.003060564
35373597,11/01/2023,-0.002756893
35373597,12/01/2023,-0.004422849
35373597,13/01/2023,0.003115098
35373597,14/01/2023,0.000182951
35373597,15/01/2023,0.000509795
35373597,16/01/2023,-0.004893911
35373597,17/01/2023,0.000563887
35373597,18/01/2023,0.000592838
35373597,19/01/2023,0.000621805
35373597,20/01/2023,0.001890457
35373597,21/01/2023,0.003488618
35373597,22/01/2023,-0.002207121
35373597,23/01/2023,0.003573519
35373597,24/01/2023,0.004208642
35373597,25/01/2023,0.001602344
35373597,26/01/2023,0.004486738
35373597,27/01/2023,-0.002930742
35373597,28/01/2023,0.001527838
35373597,29/01/2023,0.001710951
35373597,30/01/2023,4.51E-05
35373597,31/01/2023,-0.001916111
35373597,01/02/2023,-0.00343529
35373597,02/02/2023,0.004743721
35373597,03/02/2023,0.004584898
35373597,04/02/2023,-0.002957504
35373597,05/02/2023,0.003870408
35373597,06/02/2023,-0.004581293
35373597,07/02/2023,0.004131703
35373597,08/02/2023,0.002745881
35373597,09/02/2023,-0.001946004
35373597,10/02/2023,0.003003726
35373597,11/02/2023,0.004010034
35373597,12/02/2023,0.004172098
35373597,13/02/2023,0.002131792
35373597,14/02/2023,-0.004584758
35373597,15/02/2023,0.001726061
35373597,16/02/2023,-0.001708396
35373597,17/02/2023,0.000925847
35373597,18/02/2023,-0.003245944
35373597,19/02/2023,0.001325201
35373597,20/02/2023,0.00172878
35373597,21/02/2023,-0.001139131
35373597,22/02/2023,-0.002888118
35373597,23/02/2023,0.001169583
35373597,24/02/2023,0.000782158
35373597,25/02/2023,9.39E-05
35373597,26/02/2023,0.002182084
35373597,27/02/2023,0.003703126
35373597,28/02/2023,0.004130675
35373597,01/03/2023,-0.003407653
35373597,02/03/2023,0.001801964
35373597,03/03/2023,0.001052956
35373597,04/03/2023,0.001125241
35373597,05/03/2023,0.002207704
35373597,06/03/2023,0.000580857
35373597,07/03/2023,-0.00356491
35373597,08/03/2023,-0.004669945
35373597,09/03/2023,-0.003590913
35373597,10/03/2023,0.001095323
35373597,11/03/2023,-0.003398834
35373597,12/03/2023,0.004755801
35373597,13/03/2023,-3.73E-05
35373597,14/03/2023,0.003090452
35373597,15/03/2023,-0.002877795
35373597,16/03/2023,-0.001071623
35373597,17/03/2023,0.000606132
35373597,18/03/2023,-0.000518604
35373597,19/03/2023,-0.002262293
35373597,20/03/2023,-0.00036278
35373597,21/03/2023,0.000573794
35373597,22/03/2023,0.002446982
35373597,23/03/2023,-0.001791665
35373597,24/03/2023,-0.000999174
35373597,25/03/2023,0.003668678
35373597,26/03/2023,-0.001500263
35373597,27/03/2023,0.000226063
35373597,28/03/2023,0.002906023
35373597,29/03/2023,-0.003616804
35373597,30/03/2023,0.003009404
35373597,31/03/2023,0.003853927
35373597,01/04/2023,-0.00285229
35373597,02/04/2023,-0.003361277
35373597,03/04/2023,0.001285979
35373597,04/04/2023,-0.003416335
35373597,05/04/2023,0.0033244
35373597,06/04/2023,-0.004345293
35373597,07/04/2023,0.000269292
35373597,08/04/2023,-0.004075112
35373597,09/04/2023,0.002951071
35373597,10/04/2023,-0.001142897
35373597,11/04/2023,0.003333682
35373597,12/04/2023,-0.004298308
35373597,13/04/2023,0.003971873
35373597,14/04/2023,-0.0016339
35373597,15/04/2023,0.001474549
35373597,16/04/2023,-0.001469616
35373597,17/04/2023,-0.001821431
35373597,18/04/2023,0.000533281
35373597,19/04/2023,0.003335957
35373597,20/04/2023,-0.002027925
35373597,21/04/2023,-0.002574489
35373597,22/04/2023,-0.00160494
35373597,23/04/2023,0.000840653
35373597,24/04/2023,-0.003697812
35373597,25/04/2023,-0.000775894
35373597,26/04/2023,0.001796079
35373597,27/04/2023,-0.002540312
35373597,28/04/2023,-0.004606013
35373597,29/04/2023,-0.000290584
35373597,30/04/2023,0.000631322
35373597,01/05/2023,-0.001714532
35373597,02/05/2023,-0.004864024
35373597,03/05/2023,-0.002470723
35373597,04/05/2023,0.000459923
35373597,05/05/2023,-0.004729978
35373597,06/05/2023,0.00458957
35373597,07/05/2023,0.003743683
35373597,08/05/2023,0.004093151
35373597,09/05/2023,0.001370853
35373597,10/05/2023,0.001575529
35373597,11/05/2023,0.002902106
35373597,12/05/2023,-0.004090459
35373597,13/05/2023,-0.003548522
35373597,14/05/2023,0.004623944
35373597,15/05/2023,-0.003304833
35373597,16/05/2023,0.004939776
35373597,17/05/2023,-0.000616872
35373597,18/05/2023,-0.002867784
35373597,19/05/2023,0.000861816
35373597,20/05/2023,-0.004670926
35373597,21/05/2023,0.003196807
35373597,22/05/2023,-0.004267487
35373597,23/05/2023,-0.00388322
35373597,24/05/2023,-0.003638392
35373597,25/05/2023,0.004885425
35373597,26/05/2023,-0.000489576
35373597,27/05/2023,0.000155939
35373597,28/05/2023,-0.001641651
35373597,29/05/2023,0.003914981
35373597,30/05/2023,-0.002275518
35373597,31/05/2023,0.004761693
35373597,01/06/2023,-0.003540683
35373597,02/06/2023,-0.004506835
35373597,03/06/2023,0.004142403
35373597,04/06/2023,-0.00258295
35373597,05/06/2023,-0.000426683
35373597,06/06/2023,0.001745637
35373597,07/06/2023,0.001691657
35373597,08/06/2023,0.000193744
35373597,09/06/2023,-0.003200595
35373597,10/06/2023,-0.002339455
35373597,11/06/2023,-8.58E-07
35373597,12/06/2023,-0.000829206
35373597,13/06/2023,0.000476095
35373597,14/06/2023,0.000267214
35373597,15/06/2023,-0.001623033
35373597,16/06/2023,0.002233134
35373597,17/06/2023,0.000235906
35373597,18/06/2023,-0.002791951
35373597,19/06/2023,0.001114772
35373597,20/06/2023,-0.002285448
35373597,21/06/2023,0.003125505
35373597,22/06/2023,-0.001536113
35373597,23/06/2023,0.001610935
35373597,24/06/2023,0.004929523
35373597,25/06/2023,0.000229733
35373597,26/06/2023,-0.003301608
35373597,27/06/2023,-0.003350139
35373597,28/06/2023,-0.004568251
35373597,29/06/2023,0.002092475
35373597,30/06/2023,-0.003988259
35373597,01/07/2023,-0.002329541
35373597,02/07/2023,-0.000124572
35373597,03/07/2023,-0.002673481
35373597,04/07/2023,-0.002567091
35373597,05/07/2023,-0.001497938
35373597,06/07/2023,0.00033881
35373597,07/07/2023,0.00308958
35373597,08/07/2023,-0.003545866
35373597,09/07/2023,0.001976102
35373597,10/07/2023,-0.003989108
35373597,11/07/2023,-0.001161277
35373597,12/07/2023,0.001036869
35373597,13/07/2023,-0.001342016
35373597,14/07/2023,-0.004393084
35373597,15/07/2023,-0.001480745
35373597,16/07/2023,0.002647714
35373597,17/07/2023,0.002112399
35373597,18/07/2023,0.003367542
35373597,19/07/2023,0.001356686
35373597,20/07/2023,0.003095254
59674173,02/05/2022,3.24E-05
59674173,03/05/2022,-0.004748981
59674173,04/05/2022,-0.00364411
59674173,05/05/2022,0.000906722
59674173,06/05/2022,0.002231227
59674173,07/05/2022,-0.002665731
59674173,08/05/2022,0.002714885
59674173,09/05/2022,0.00243993
59674173,10/05/2022,-0.002681372
59674173,11/05/2022,0.004981724
59674173,12/05/2022,-0.002039555
59674173,13/05/2022,0.001566453
59674173,14/05/2022,0.004649483
59674173,15/05/2022,0.004962134
59674173,16/05/2022,0.003143912
59674173,17/05/2022,0.000218963
59674173,18/05/2022,0.003112876
59674173,19/05/2022,0.000201756
59674173,20/05/2022,-0.001579538
59674173,21/05/2022,0.004763101
59674173,22/05/2022,0.001325874
59674173,23/05/2022,0.000230011
59674173,24/05/2022,0.004509336
59674173,25/05/2022,0.004168116
59674173,26/05/2022,0.001676987
59674173,27/05/2022,-0.000780632
59674173,28/05/2022,0.003667277
59674173,29/05/2022,-0.004538978
59674173,30/05/2022,0.003553556
59674173,31/05/2022,0.000337679
59674173,01/06/2022,-0.004903388
59674173,02/06/2022,0.001255573
59674173,03/06/2022,0.002180294
59674173,04/06/2022,0.002685473
59674173,05/06/2022,0.000663443
59674173,06/06/2022,-0.002250034
59674173,07/06/2022,0.000236009
59674173,08/06/2022,-0.000698119
59674173,09/06/2022,0.004361568
59674173,10/06/2022,-0.003304899
59674173,11/06/2022,0.003544249
59674173,12/06/2022,0.002448384
59674173,13/06/2022,0.002176361
59674173,14/06/2022,0.004907605
59674173,15/06/2022,-0.000119573
59674173,16/06/2022,-0.002611093
59674173,17/06/2022,0.003663098
59674173,18/06/2022,0.004632658
59674173,19/06/2022,-0.004315391
59674173,20/06/2022,-0.003555774
59674173,21/06/2022,-0.001494549
59674173,22/06/2022,0.001368955
59674173,23/06/2022,-0.000576348
59674173,24/06/2022,0.003857937
59674173,25/06/2022,-0.001192834
59674173,26/06/2022,0.002731196
59674173,27/06/2022,0.004167855
59674173,28/06/2022,-0.002081637
59674173,29/06/2022,-0.004506852
59674173,30/06/2022,-0.001089247
59674173,01/07/2022,-0.002649832
59674173,02/07/2022,-0.000119739
59674173,03/07/2022,0.003297995
59674173,04/07/2022,-0.002040961
59674173,05/07/2022,0.00317523
59674173,06/07/2022,0.001162978
59674173,07/07/2022,0.0044954
59674173,08/07/2022,-0.004113015
59674173,09/07/2022,-0.004753882
59674173,10/07/2022,-0.002207938
59674173,11/07/2022,-0.004541886
59674173,12/07/2022,-0.003023274
59674173,13/07/2022,0.000556381
59674173,14/07/2022,0.001391702
59674173,15/07/2022,0.000568789
59674173,16/07/2022,0.002495141
59674173,17/07/2022,-0.001094115
59674173,18/07/2022,-0.000225072
59674173,19/07/2022,-0.004079564
59674173,20/07/2022,-0.001473733
59674173,21/07/2022,0.002915778
59674173,22/07/2022,0.001303154
59674173,23/07/2022,-0.002181097
59674173,24/07/2022,0.003848752
59674173,25/07/2022,0.00463734
59674173,26/07/2022,0.00283275
59674173,27/07/2022,-0.000841772
59674173,28/07/2022,0.003148629
59674173,29/07/2022,0.004124811
59674173,30/07/2022,0.003891271
59674173,31/07/2022,-0.002530644
59674173,01/08/2022,0.0030453
59674173,02/08/2022,0.004041665
59674173,03/08/2022,-0.001023882
59674173,04/08/2022,-0.000604672
59674173,05/08/2022,0.004633141
59674173,06/08/2022,0.001843671
59674173,07/08/2022,0.003337076
59674173,08/08/2022,-0.003630899
59674173,09/08/2022,0.001857561
59674173,10/08/2022,0.001194716
59674173,11/08/2022,0.001134608
59674173,12/08/2022,0.003544065
59674173,13/08/2022,-0.002129727
59674173,14/08/2022,0.000842116
59674173,15/08/2022,-0.004798838
59674173,16/08/2022,-0.004279829
59674173,17/08/2022,-0.004938416
59674173,18/08/2022,0.001214712
59674173,19/08/2022,0.00145429
59674173,20/08/2022,0.004144635
59674173,21/08/2022,0.002729455
59674173,22/08/2022,-0.003710998
59674173,23/08/2022,-0.00207827
59674173,24/08/2022,-0.004651108
59674173,25/08/2022,-0.00109838
59674173,26/08/2022,0.004097692
59674173,27/08/2022,0.000561649
59674173,28/08/2022,-0.003257763
59674173,29/08/2022,0.001962123
59674173,30/08/2022,0.004167731
59674173,31/08/2022,0.001651583
59674173,01/09/2022,0.00455794
59674173,02/09/2022,-0.001548749
59674173,03/09/2022,-0.003796592
59674173,04/09/2022,-0.00138683
59674173,05/09/2022,0.000486302
59674173,06/09/2022,-0.004440142
59674173,07/09/2022,0.00104391
59674173,08/09/2022,0.001466859
59674173,09/09/2022,-0.001801581
59674173,10/09/2022,0.002020033
59674173,11/09/2022,-0.004261886
59674173,12/09/2022,-0.001140021
59674173,13/09/2022,0.003919718
59674173,14/09/2022,-0.003075596
59674173,15/09/2022,0.002027078
59674173,16/09/2022,0.002232306
59674173,17/09/2022,-0.001828792
59674173,18/09/2022,-7.93E-05
59674173,19/09/2022,-0.003292947
59674173,20/09/2022,-0.000198455
59674173,21/09/2022,-0.00220497
59674173,22/09/2022,-0.001374778
59674173,23/09/2022,0.003243846
59674173,24/09/2022,-0.00018001
59674173,25/09/2022,-0.00183177
59674173,26/09/2022,-0.002822892
59674173,27/09/2022,-0.003545713
59674173,28/09/2022,-0.004984544
59674173,29/09/2022,-0.002198075
59674173,30/09/2022,-0.00420925
59674173,01/10/2022,-0.003332179
59674173,02/10/2022,0.002199533
59674173,03/10/2022,0.000505737
59674173,04/10/2022,-0.00337538
59674173,05/10/2022,-0.00200998
59674173,06/10/2022,-0.004733013
59674173,07/10/2022,0.003139559
59674173,08/10/2022,0.003606556
59674173,09/10/2022,0.003831067
59674173,10/10/2022,4.55E-05
59674173,11/10/2022,-0.000471344
59674173,12/10/2022,-0.002804976
59674173,13/10/2022,-0.001023459
59674173,14/10/2022,0.00118567
59674173,15/10/2022,0.00163567
59674173,16/10/2022,-0.001901643
59674173,17/10/2022,0.003066351
59674173,18/10/2022,0.001236275
59674173,19/10/2022,0.000880648
59674173,20/10/2022,-0.002058584
59674173,21/10/2022,-0.001391885
59674173,22/10/2022,0.000311261
59674173,23/10/2022,0.000916668
59674173,24/10/2022,-0.003511483
59674173,25/10/2022,-0.003721651
59674173,26/10/2022,-0.001628189
59674173,27/10/2022,-0.000400224
59674173,28/10/2022,0.000772497
59674173,29/10/2022,0.002530917
59674173,30/10/2022,-0.00181303
59674173,31/10/2022,0.004295698
59674173,01/11/2022,0.003048795
59674173,02/11/2022,-0.001711258
59674173,03/11/2022,0.003744361
59674173,04/11/2022,0.004089817
59674173,05/11/2022,0.004938844
59674173,06/11/2022,-0.002907066
59674173,07/11/2022,0.003472983
59674173,08/11/2022,0.002194266
59674173,09/11/2022,0.004937303
59674173,10/11/2022,0.003614036
59674173,11/11/2022,0.004009443
59674173,12/11/2022,0.002623035
59674173,13/11/2022,-0.000990388
59674173,14/11/2022,-0.004631004
59674173,15/11/2022,0.003800355
59674173,16/11/2022,0.004703718
59674173,17/11/2022,0.001993807
59674173,18/11/2022,-0.003376643
59674173,19/11/2022,0.003881366
59674173,20/11/2022,-0.003103885
59674173,21/11/2022,0.00247761
59674173,22/11/2022,0.000891439
59674173,23/11/2022,0.004261523
59674173,24/11/2022,0.001585744
59674173,25/11/2022,-0.003982009
59674173,26/11/2022,0.00494151
59674173,27/11/2022,0.003975542
59674173,28/11/2022,0.003177235
59674173,29/11/2022,-0.001280132
59674173,30/11/2022,0.002907111
59674173,01/12/2022,0.003845233
59674173,02/12/2022,0.00419635
59674173,03/12/2022,-0.001572455
59674173,04/12/2022,-0.004078427
59674173,05/12/2022,0.001878764
59674173,06/12/2022,2.24E-05
59674173,07/12/2022,-0.000712561
59674173,08/12/2022,0.004223234
59674173,09/12/2022,0.002911527
59674173,10/12/2022,0.003199498
59674173,11/12/2022,-0.001916649
59674173,12/12/2022,0.003314843
59674173,13/12/2022,0.000540127
59674173,14/12/2022,-0.00020992
59674173,15/12/2022,0.004058626
59674173,16/12/2022,8.76E-05
59674173,17/12/2022,-0.00374319
59674173,18/12/2022,-0.003195626
59674173,19/12/2022,-0.001933987
59674173,20/12/2022,0.004845525
59674173,21/12/2022,0.004161158
59674173,22/12/2022,0.002606377
59674173,23/12/2022,-0.00090261
59674173,24/12/2022,-0.000883762
59674173,25/12/2022,0.000862112
59674173,26/12/2022,0.00201754
59674173,27/12/2022,-0.001876908
59674173,28/12/2022,-0.002756397
59674173,29/12/2022,0.003554178
59674173,30/12/2022,0.003387396
59674173,31/12/2022,0.001748024
59674173,01/01/2023,-0.00270537
59674173,02/01/2023,2.70E-05
59674173,03/01/2023,0.000598481
59674173,04/01/2023,0.004735837
59674173,05/01/2023,0.001537805
59674173,06/01/2023,-0.003975954
59674173,07/01/2023,0.001462507
59674173,08/01/2023,-0.001139691
59674173,09/01/2023,-0.002666434
59674173,10/01/2023,-0.003279151
59674173,11/01/2023,0.000927439
59674173,12/01/2023,-0.004963213
59674173,13/01/2023,-0.00305245
59674173,14/01/2023,-0.000263957
59674173,15/01/2023,0.004542457
59674173,16/01/2023,-0.004166055
59674173,17/01/2023,0.004869926
59674173,18/01/2023,0.003342546
59674173,19/01/2023,0.00365489
59674173,20/01/2023,0.001331595
59674173,21/01/2023,0.002670327
59674173,22/01/2023,-0.003520193
59674173,23/01/2023,0.003231196
59674173,24/01/2023,0.001896477
59674173,25/01/2023,0.001454461
59674173,26/01/2023,0.000535722
59674173,27/01/2023,0.003090598
59674173,28/01/2023,0.004643488
59674173,29/01/2023,0.002703291
59674173,30/01/2023,-0.004994757
59674173,31/01/2023,0.004996951
59674173,01/02/2023,-0.003293146
59674173,02/02/2023,0.004236007
59674173,03/02/2023,0.000918589
59674173,04/02/2023,0.001443887
59674173,05/02/2023,-0.002055436
59674173,06/02/2023,0.002924322
59674173,07/02/2023,-0.004413835
59674173,08/02/2023,0.001747958
59674173,09/02/2023,0.00230281
59674173,10/02/2023,-0.001963431
59674173,11/02/2023,0.002823463
59674173,12/02/2023,-0.002548147
59674173,13/02/2023,1.35E-05
59674173,14/02/2023,-0.003004466
59674173,15/02/2023,-0.000383352
59674173,16/02/2023,0.004629267
59674173,17/02/2023,-0.003265324
59674173,18/02/2023,0.002905286
59674173,19/02/2023,0.000602611
59674173,20/02/2023,-0.002854025
59674173,21/02/2023,-0.001720748
59674173,22/02/2023,-0.003905527
59674173,23/02/2023,-0.003797361
59674173,24/02/2023,0.001406365
59674173,25/02/2023,0.003384181
59674173,26/02/2023,-0.004214319
59674173,27/02/2023,-0.002180956
59674173,28/02/2023,-0.000433281
59674173,01/03/2023,-0.000510313
59674173,02/03/2023,-0.003690806
59674173,03/03/2023,-0.004804695
59674173,04/03/2023,0.004496204
59674173,05/03/2023,0.002451556
59674173,06/03/2023,0.003637623
59674173,07/03/2023,-0.002989488
59674173,08/03/2023,0.001808534
59674173,09/03/2023,0.00054526
59674173,10/03/2023,-0.001211543
59674173,11/03/2023,-0.002685154
59674173,12/03/2023,-0.000968515
59674173,13/03/2023,0.003281797
59674173,14/03/2023,-0.004597068
59674173,15/03/2023,-3.79E-05
59674173,16/03/2023,-0.003744663
59674173,17/03/2023,-0.002800837
59674173,18/03/2023,0.00084211
59674173,19/03/2023,-0.004253651
59674173,20/03/2023,-0.004973202
59674173,21/03/2023,0.003895624
59674173,22/03/2023,-0.002121434
59674173,23/03/2023,-0.000771486
59674173,24/03/2023,0.002970858
59674173,25/03/2023,9.96E-05
59674173,26/03/2023,-0.001819564
59674173,27/03/2023,-0.00081983
59674173,28/03/2023,0.004139019
59674173,29/03/2023,-0.003356195
59674173,30/03/2023,0.000837282
59674173,31/03/2023,-0.001920816
59674173,01/04/2023,-0.003322539
59674173,02/04/2023,-0.001779752
59674173,03/04/2023,-0.004262382
59674173,04/04/2023,0.00068006
59674173,05/04/2023,-7.58E-05
59674173,06/04/2023,-0.000962919
59674173,07/04/2023,0.004670148
59674173,08/04/2023,-0.000653387
59674173,09/04/2023,-0.002151841
59674173,10/04/2023,0.002775673
59674173,11/04/2023,-0.001501948
59674173,12/04/2023,0.003030075
59674173,13/04/2023,-0.004199475
59674173,14/04/2023,-0.004222487
59674173,15/04/2023,-0.003846955
59674173,16/04/2023,0.000756454
59674173,17/04/2023,0.003368174
59674173,18/04/2023,0.001277337
59674173,19/04/2023,-0.002796241
