Fund_ID,Date,Fund_BPS_Rate,Value
63963,17/04/2018,1.26,101.9098136
16792,17/04/2018,1.38,97.40251136
88569,17/04/2018,0.79,96.30873857
22757,17/04/2018,0.8,95.71193354
99779,17/04/2018,1.07,99.88200136
22778,17/04/2018,0.71,103.7936128
89791,17/04/2018,1.25,97.92551128
20062,17/04/2018,0.69,96.08034875
71151,17/04/2018,1.12,100.2992833
75596,17/04/2018,0.66,102.7967902
63963,18/04/2018,1.26,98.50374317
16792,18/04/2018,1.38,100.3848424
88569,18/04/2018,0.79,100.0893627
22757,18/04/2018,0.8,95.33226321
99779,18/04/2018,1.07,99.18150115
22778,18/04/2018,0.71,97.36867229
89791,18/04/2018,1.25,103.7554639
20062,18/04/2018,0.69,101.7992406
71151,18/04/2018,1.12,95.64210384
75596,18/04/2018,0.66,102.5153896
63963,19/04/2018,1.26,101.4813185
16792,19/04/2018,1.38,96.41977305
88569,19/04/2018,0.79,98.21168181
22757,19/04/2018,0.8,98.88776953
99779,19/04/2018,1.07,97.20752479
22778,19/04/2018,0.71,104.3044542
89791,19/04/2018,1.25,104.8273629
20062,19/04/2018,0.69,103.0337282
71151,19/04/2018,1.12,101.342357
75596,19/04/2018,0.66,95.34176001
63963,20/04/2018,1.26,96.11842255
16792,20/04/2018,1.38,98.69306286
88569,20/04/2018,0.79,97.66145514
22757,20/04/2018,0.8,97.32991884
99779,20/04/2018,1.07,96.46267167
22778,20/04/2018,0.71,104.7198259
89791,20/04/2018,1.25,97.01872839
20062,20/04/2018,0.69,99.4316918
71151,20/04/2018,1.12,98.71541496
75596,20/04/2018,0.66,101.1234471
63963,21/04/2018,1.26,100.1119071
16792,21/04/2018,1.38,98.2723401
88569,21/04/2018,0.79,100.7984676
22757,21/04/2018,0.8,103.5780028
99779,21/04/2018,1.07,103.9960702
22778,21/04/2018,0.71,102.245576
89791,21/04/2018,1.25,104.7917045
20062,21/04/2018,0.69,103.9761863
71151,21/04/2018,1.12,103.2989578
75596,21/04/2018,0.66,99.61413716
63963,22/04/2018,1.26,100.8921553
16792,22/04/2018,1.38,103.3433267
88569,22/04/2018,0.79,95.63922969
22757,22/04/2018,0.8,98.3046884
99779,22/04/2018,1.07,101.292683
22778,22/04/2018,0.71,100.3610558
89791,22/04/2018,1.25,95.06551721
20062,22/04/2018,0.69,101.0585117
71151,22/04/2018,1.12,100.0900632
75596,22/04/2018,0.66,101.5584258
63963,23/04/2018,1.26,101.1406156
16792,23/04/2018,1.38,97.03582612
88569,23/04/2018,0.79,98.41469213
22757,23/04/2018,0.8,104.5928716
99779,23/04/2018,1.07,102.9452404
22778,23/04/2018,0.71,102.495076
89791,23/04/2018,1.25,100.9056873
20062,23/04/2018,0.69,95.80664358
71151,23/04/2018,1.12,97.43844041
75596,23/04/2018,0.66,102.0120118
63963,24/04/2018,1.26,104.5961792
16792,24/04/2018,1.38,95.45491975
88569,24/04/2018,0.79,98.66414928
22757,24/04/2018,0.8,98.50880543
99779,24/04/2018,1.07,102.8249187
22778,24/04/2018,0.71,99.42511006
89791,24/04/2018,1.25,97.30988536
20062,24/04/2018,0.69,100.3319018
71151,24/04/2018,1.12,102.5353957
75596,24/04/2018,0.66,103.4919034
63963,25/04/2018,1.26,95.45481291
16792,25/04/2018,1.38,95.87857819
88569,25/04/2018,0.79,96.47872445
22757,25/04/2018,0.8,97.46881805
99779,25/04/2018,1.07,95.47919975
22778,25/04/2018,0.71,102.5806379
89791,25/04/2018,1.25,97.72611118
20062,25/04/2018,0.69,104.2587396
71151,25/04/2018,1.12,100.6967776
75596,25/04/2018,0.66,98.20448306
63963,26/04/2018,1.26,102.4998564
16792,26/04/2018,1.38,100.5847844
88569,26/04/2018,0.79,97.06401606
22757,26/04/2018,0.8,103.7080407
99779,26/04/2018,1.07,103.4330662
22778,26/04/2018,0.71,96.89922533
89791,26/04/2018,1.25,101.9020852
20062,26/04/2018,0.69,97.81480182
71151,26/04/2018,1.12,103.978903
75596,26/04/2018,0.66,97.92325045
63963,27/04/2018,1.26,96.04045595
16792,27/04/2018,1.38,99.38220612
88569,27/04/2018,0.79,98.88978041
22757,27/04/2018,0.8,100.8967962
99779,27/04/2018,1.07,99.2766537
22778,27/04/2018,0.71,103.9618528
89791,27/04/2018,1.25,104.1063229
20062,27/04/2018,0.69,102.3898659
71151,27/04/2018,1.12,100.0760551
75596,27/04/2018,0.66,104.0940506
63963,28/04/2018,1.26,97.09444034
16792,28/04/2018,1.38,101.6702569
88569,28/04/2018,0.79,97.62422961
22757,28/04/2018,0.8,98.05789959
99779,28/04/2018,1.07,101.3943423
22778,28/04/2018,0.71,95.46466578
89791,28/04/2018,1.25,102.739817
20062,28/04/2018,0.69,97.63592304
71151,28/04/2018,1.12,99.9275151
75596,28/04/2018,0.66,97.10807642
63963,29/04/2018,1.26,102.0963059
16792,29/04/2018,1.38,95.78665449
88569,29/04/2018,0.79,103.8346216
22757,29/04/2018,0.8,103.9221804
99779,29/04/2018,1.07,104.8583445
22778,29/04/2018,0.71,95.62803174
89791,29/04/2018,1.25,100.1555362
20062,29/04/2018,0.69,97.06928338
71151,29/04/2018,1.12,100.9556732
75596,29/04/2018,0.66,98.16739148
63963,30/04/2018,1.26,99.68057779
16792,30/04/2018,1.38,97.51774569
88569,30/04/2018,0.79,98.28696385
22757,30/04/2018,0.8,102.7562188
99779,30/04/2018,1.07,95.42904386
22778,30/04/2018,0.71,104.5204122
89791,30/04/2018,1.25,98.74482603
20062,30/04/2018,0.69,102.361522
71151,30/04/2018,1.12,102.7088917
75596,30/04/2018,0.66,100.0788612
63963,01/05/2018,1.26,100.873707
16792,01/05/2018,1.38,97.31873591
88569,01/05/2018,0.79,103.3740211
22757,01/05/2018,0.8,101.2039782
99779,01/05/2018,1.07,101.468566
22778,01/05/2018,0.71,96.32452948
89791,01/05/2018,1.25,96.43676807
20062,01/05/2018,0.69,104.5935349
71151,01/05/2018,1.12,101.4839632
75596,01/05/2018,0.66,104.8548805
63963,02/05/2018,1.26,104.3054932
16792,02/05/2018,1.38,102.2037567
88569,02/05/2018,0.79,104.0040112
22757,02/05/2018,0.8,99.47260267
99779,02/05/2018,1.07,97.92862869
22778,02/05/2018,0.71,96.36375009
89791,02/05/2018,1.25,104.7032954
20062,02/05/2018,0.69,99.96676874
71151,02/05/2018,1.12,104.3163696
75596,02/05/2018,0.66,100.9393442
63963,03/05/2018,1.26,96.84898769
16792,03/05/2018,1.38,97.73169112
88569,03/05/2018,0.79,100.6635198
22757,03/05/2018,0.8,100.6434468
99779,03/05/2018,1.07,104.318312
22778,03/05/2018,0.71,103.218891
89791,03/05/2018,1.25,100.419285
20062,03/05/2018,0.69,99.15165019
71151,03/05/2018,1.12,95.48545847
75596,03/05/2018,0.66,102.0129856
63963,04/05/2018,1.26,102.487783
16792,04/05/2018,1.38,96.56707907
88569,04/05/2018,0.79,97.14700969
22757,04/05/2018,0.8,98.38664449
99779,04/05/2018,1.07,98.6195537
22778,04/05/2018,0.71,103.9178661
89791,04/05/2018,1.25,102.410363
20062,04/05/2018,0.69,101.0542954
71151,04/05/2018,1.12,97.91016379
75596,04/05/2018,0.66,97.79246697
63963,05/05/2018,1.26,102.4616265
16792,05/05/2018,1.38,98.29841225
88569,05/05/2018,0.79,102.7166476
22757,05/05/2018,0.8,99.11318469
99779,05/05/2018,1.07,101.2364165
22778,05/05/2018,0.71,99.75369222
89791,05/05/2018,1.25,96.9469149
20062,05/05/2018,0.69,96.45388472
71151,05/05/2018,1.12,97.31873738
75596,05/05/2018,0.66,95.90794631
63963,06/05/2018,1.26,95.53786125
16792,06/05/2018,1.38,97.59116284
88569,06/05/2018,0.79,103.336973
22757,06/05/2018,0.8,98.90270632
99779,06/05/2018,1.07,95.85366468
22778,06/05/2018,0.71,97.33900744
89791,06/05/2018,1.25,100.9274273
20062,06/05/2018,0.69,104.2365819
71151,06/05/2018,1.12,102.5774145
75596,06/05/2018,0.66,102.6508468
63963,07/05/2018,1.26,98.62105752
16792,07/05/2018,1.38,101.8186694
88569,07/05/2018,0.79,100.1380652
22757,07/05/2018,0.8,103.5892268
99779,07/05/2018,1.07,103.2053151
22778,07/05/2018,0.71,96.43757346
89791,07/05/2018,1.25,99.9553465
20062,07/05/2018,0.69,97.71975337
71151,07/05/2018,1.12,101.8592383
75596,07/05/2018,0.66,102.4891304
63963,08/05/2018,1.26,95.69930429
16792,08/05/2018,1.38,103.8804837
88569,08/05/2018,0.79,100.374024
22757,08/05/2018,0.8,98.47608602
99779,08/05/2018,1.07,104.3619146
22778,08/05/2018,0.71,96.44605809
89791,08/05/2018,1.25,100.9175511
20062,08/05/2018,0.69,101.2569881
71151,08/05/2018,1.12,98.56604601
75596,08/05/2018,0.66,103.0150249
63963,09/05/2018,1.26,100.0481451
16792,09/05/2018,1.38,99.69954823
88569,09/05/2018,0.79,103.5450433
22757,09/05/2018,0.8,98.09618353
99779,09/05/2018,1.07,100.1384499
22778,09/05/2018,0.71,99.97344045
89791,09/05/2018,1.25,98.69568982
20062,09/05/2018,0.69,97.31296009
71151,09/05/2018,1.12,95.77617454
75596,09/05/2018,0.66,95.01567989
63963,10/05/2018,1.26,104.8419984
16792,10/05/2018,1.38,99.99940067
88569,10/05/2018,0.79,95.31904001
22757,10/05/2018,0.8,97.39132662
99779,10/05/2018,1.07,100.6557922
22778,10/05/2018,0.71,96.41956301
89791,10/05/2018,1.25,101.2173004
20062,10/05/2018,0.69,101.5852996
71151,10/05/2018,1.12,103.8125247
75596,10/05/2018,0.66,98.60673848
63963,11/05/2018,1.26,102.300196
16792,11/05/2018,1.38,97.9364981
88569,11/05/2018,0.79,101.3366325
22757,11/05/2018,0.8,100.3569987
99779,11/05/2018,1.07,103.7304794
22778,11/05/2018,0.71,99.70468364
89791,11/05/2018,1.25,102.2948731
20062,11/05/2018,0.69,99.82711415
71151,11/05/2018,1.12,98.43473456
75596,11/05/2018,0.66,96.16832458
63963,12/05/2018,1.26,103.2904495
16792,12/05/2018,1.38,100.1732483
88569,12/05/2018,0.79,102.1647076
22757,12/05/2018,0.8,95.69074471
99779,12/05/2018,1.07,96.57430575
22778,12/05/2018,0.71,104.23673
89791,12/05/2018,1.25,95.33723497
20062,12/05/2018,0.69,96.04887641
71151,12/05/2018,1.12,97.13025077
75596,12/05/2018,0.66,95.96327985
63963,13/05/2018,1.26,100.7766415
16792,13/05/2018,1.38,97.82605497
88569,13/05/2018,0.79,98.52535112
22757,13/05/2018,0.8,98.63277939
99779,13/05/2018,1.07,98.01667985
22778,13/05/2018,0.71,103.2345989
89791,13/05/2018,1.25,102.772577
20062,13/05/2018,0.69,95.78098815
71151,13/05/2018,1.12,100.5288915
75596,13/05/2018,0.66,100.7752733
63963,14/05/2018,1.26,95.099046
16792,14/05/2018,1.38,95.9472887
88569,14/05/2018,0.79,98.86832951
22757,14/05/2018,0.8,95.33766686
99779,14/05/2018,1.07,103.1743208
22778,14/05/2018,0.71,97.60118234
89791,14/05/2018,1.25,95.02665612
20062,14/05/2018,0.69,95.71029897
71151,14/05/2018,1.12,95.94219739
75596,14/05/2018,0.66,102.1625098
63963,15/05/2018,1.26,104.7050066
16792,15/05/2018,1.38,97.55748205
88569,15/05/2018,0.79,97.68680131
22757,15/05/2018,0.8,96.70919843
99779,15/05/2018,1.07,96.10546443
22778,15/05/2018,0.71,102.6684753
89791,15/05/2018,1.25,103.4830411
20062,15/05/2018,0.69,103.6296721
71151,15/05/2018,1.12,100.0577803
75596,15/05/2018,0.66,98.23810291
63963,16/05/2018,1.26,103.355912
16792,16/05/2018,1.38,102.7238806
88569,16/05/2018,0.79,96.54206307
22757,16/05/2018,0.8,102.3784598
99779,16/05/2018,1.07,104.0840015
22778,16/05/2018,0.71,100.0047026
89791,16/05/2018,1.25,98.14972903
20062,16/05/2018,0.69,98.60373248
71151,16/05/2018,1.12,103.7888917
75596,16/05/2018,0.66,98.52367324
63963,17/05/2018,1.26,100.027257
16792,17/05/2018,1.38,98.27776216
88569,17/05/2018,0.79,104.3975672
22757,17/05/2018,0.8,95.54604933
99779,17/05/2018,1.07,101.4831141
22778,17/05/2018,0.71,102.4489194
89791,17/05/2018,1.25,95.52800364
20062,17/05/2018,0.69,95.56083328
71151,17/05/2018,1.12,96.37518873
75596,17/05/2018,0.66,104.7805567
63963,18/05/2018,1.26,96.35588394
16792,18/05/2018,1.38,97.38424903
88569,18/05/2018,0.79,102.976658
22757,18/05/2018,0.8,98.06707021
99779,18/05/2018,1.07,103.334444
22778,18/05/2018,0.71,98.95323668
89791,18/05/2018,1.25,102.3830469
20062,18/05/2018,0.69,98.95921346
71151,18/05/2018,1.12,102.7032887
75596,18/05/2018,0.66,97.24402257
63963,19/05/2018,1.26,103.5880567
16792,19/05/2018,1.38,103.5934761
88569,19/05/2018,0.79,99.23839948
22757,19/05/2018,0.8,96.41661791
99779,19/05/2018,1.07,96.96241388
22778,19/05/2018,0.71,99.62380328
89791,19/05/2018,1.25,103.1651207
20062,19/05/2018,0.69,95.4916527
71151,19/05/2018,1.12,97.68208283
75596,19/05/2018,0.66,104.5972189
63963,20/05/2018,1.26,101.05249
16792,20/05/2018,1.38,100.46298
88569,20/05/2018,0.79,95.01046978
22757,20/05/2018,0.8,103.6191445
99779,20/05/2018,1.07,97.23530687
22778,20/05/2018,0.71,97.14320164
89791,20/05/2018,1.25,100.5848065
20062,20/05/2018,0.69,99.34186055
71151,20/05/2018,1.12,104.0759717
75596,20/05/2018,0.66,97.16701396
63963,21/05/2018,1.26,101.8777439
16792,21/05/2018,1.38,97.42599495
88569,21/05/2018,0.79,100.4367433
22757,21/05/2018,0.8,102.6202625
99779,21/05/2018,1.07,98.00558477
22778,21/05/2018,0.71,102.1110186
89791,21/05/2018,1.25,103.2325522
20062,21/05/2018,0.69,102.9158394
71151,21/05/2018,1.12,103.7730347
75596,21/05/2018,0.66,101.8013122
63963,22/05/2018,1.26,99.786462
16792,22/05/2018,1.38,102.0644072
88569,22/05/2018,0.79,97.69128738
22757,22/05/2018,0.8,102.730525
99779,22/05/2018,1.07,95.21814233
22778,22/05/2018,0.71,98.07546049
89791,22/05/2018,1.25,101.7185348
20062,22/05/2018,0.69,97.5630973
71151,22/05/2018,1.12,102.069724
75596,22/05/2018,0.66,104.6077892
63963,23/05/2018,1.26,103.947949
16792,23/05/2018,1.38,98.98724542
88569,23/05/2018,0.79,101.8374601
22757,23/05/2018,0.8,100.9844128
99779,23/05/2018,1.07,95.40328699
22778,23/05/2018,0.71,100.9845228
89791,23/05/2018,1.25,102.3694104
20062,23/05/2018,0.69,95.93164096
71151,23/05/2018,1.12,99.35870297
75596,23/05/2018,0.66,96.65902358
63963,24/05/2018,1.26,95.57565205
16792,24/05/2018,1.38,96.73563639
88569,24/05/2018,0.79,99.8019644
22757,24/05/2018,0.8,97.43868042
99779,24/05/2018,1.07,96.42493999
22778,24/05/2018,0.71,101.9340736
89791,24/05/2018,1.25,102.9343523
20062,24/05/2018,0.69,99.62560211
71151,24/05/2018,1.12,104.1812555
75596,24/05/2018,0.66,99.86285258
63963,25/05/2018,1.26,100.7657857
16792,25/05/2018,1.38,103.6260957
88569,25/05/2018,0.79,103.9094576
22757,25/05/2018,0.8,104.861796
99779,25/05/2018,1.07,98.94843272
22778,25/05/2018,0.71,99.33792102
89791,25/05/2018,1.25,101.8625249
20062,25/05/2018,0.69,100.0163108
71151,25/05/2018,1.12,104.5518213
75596,25/05/2018,0.66,103.7847367
63963,26/05/2018,1.26,98.62771113
16792,26/05/2018,1.38,103.4712495
88569,26/05/2018,0.79,96.32818919
22757,26/05/2018,0.8,96.4912762
99779,26/05/2018,1.07,103.3994005
22778,26/05/2018,0.71,104.9038223
89791,26/05/2018,1.25,99.42264578
20062,26/05/2018,0.69,97.97635835
71151,26/05/2018,1.12,104.7696426
75596,26/05/2018,0.66,98.48608954
63963,27/05/2018,1.26,98.91937784
16792,27/05/2018,1.38,98.17866775
88569,27/05/2018,0.79,99.04958324
22757,27/05/2018,0.8,98.5919949
99779,27/05/2018,1.07,98.31771851
22778,27/05/2018,0.71,103.8955096
89791,27/05/2018,1.25,96.71460471
20062,27/05/2018,0.69,98.642979
71151,27/05/2018,1.12,100.4520629
75596,27/05/2018,0.66,103.2526484
63963,28/05/2018,1.26,104.604648
16792,28/05/2018,1.38,96.6452542
88569,28/05/2018,0.79,98.84632551
22757,28/05/2018,0.8,99.10285268
99779,28/05/2018,1.07,97.51283436
22778,28/05/2018,0.71,104.4353039
89791,28/05/2018,1.25,102.2285159
20062,28/05/2018,0.69,99.01302753
71151,28/05/2018,1.12,99.92435256
75596,28/05/2018,0.66,96.54188511
63963,29/05/2018,1.26,96.26021067
16792,29/05/2018,1.38,98.05915445
88569,29/05/2018,0.79,100.7429342
22757,29/05/2018,0.8,99.64510614
99779,29/05/2018,1.07,104.6953297
22778,29/05/2018,0.71,103.3796949
89791,29/05/2018,1.25,104.486302
20062,29/05/2018,0.69,101.505323
71151,29/05/2018,1.12,98.84162901
75596,29/05/2018,0.66,101.4466636
63963,30/05/2018,1.26,104.9860018
16792,30/05/2018,1.38,100.0158271
88569,30/05/2018,0.79,96.63100076
22757,30/05/2018,0.8,95.01428279
99779,30/05/2018,1.07,95.07324165
22778,30/05/2018,0.71,103.7203767
89791,30/05/2018,1.25,104.6445088
20062,30/05/2018,0.69,104.1482886
71151,30/05/2018,1.12,102.8616818
75596,30/05/2018,0.66,102.1824756
63963,31/05/2018,1.26,100.322641
16792,31/05/2018,1.38,103.3664759
88569,31/05/2018,0.79,100.7033731
22757,31/05/2018,0.8,104.2976278
99779,31/05/2018,1.07,97.21201227
22778,31/05/2018,0.71,95.28344237
89791,31/05/2018,1.25,102.0785385
20062,31/05/2018,0.69,95.44671116
71151,31/05/2018,1.12,96.87614981
75596,31/05/2018,0.66,102.0717173
63963,01/06/2018,1.26,99.09369346
16792,01/06/2018,1.38,99.8459313
88569,01/06/2018,0.79,101.4058837
22757,01/06/2018,0.8,104.0729659
99779,01/06/2018,1.07,103.6409633
22778,01/06/2018,0.71,99.52287918
89791,01/06/2018,1.25,97.27337089
20062,01/06/2018,0.69,100.0042611
71151,01/06/2018,1.12,98.78001371
75596,01/06/2018,0.66,97.86537919
63963,02/06/2018,1.26,102.8963656
16792,02/06/2018,1.38,104.0543578
88569,02/06/2018,0.79,96.57965421
22757,02/06/2018,0.8,102.4848896
99779,02/06/2018,1.07,101.8879025
22778,02/06/2018,0.71,99.66730097
89791,02/06/2018,1.25,104.9285255
20062,02/06/2018,0.69,102.2954975
71151,02/06/2018,1.12,104.9338151
75596,02/06/2018,0.66,96.93820206
63963,03/06/2018,1.26,100.4906464
16792,03/06/2018,1.38,96.62433985
88569,03/06/2018,0.79,97.20215925
22757,03/06/2018,0.8,103.8430268
99779,03/06/2018,1.07,99.81822774
22778,03/06/2018,0.71,103.0709594
89791,03/06/2018,1.25,95.72168011
20062,03/06/2018,0.69,102.1424016
71151,03/06/2018,1.12,101.4970867
75596,03/06/2018,0.66,103.7720784
63963,04/06/2018,1.26,101.8980015
16792,04/06/2018,1.38,100.469895
88569,04/06/2018,0.79,98.6344974
22757,04/06/2018,0.8,95.69387691
99779,04/06/2018,1.07,96.24925905
22778,04/06/2018,0.71,104.8991459
89791,04/06/2018,1.25,103.0009187
20062,04/06/2018,0.69,98.62577365
71151,04/06/2018,1.12,103.8808205
75596,04/06/2018,0.66,102.963156
63963,05/06/2018,1.26,97.77239357
16792,05/06/2018,1.38,101.4176637
88569,05/06/2018,0.79,104.5354474
22757,05/06/2018,0.8,103.738557
99779,05/06/2018,1.07,100.4670891
22778,05/06/2018,0.71,98.13368953
89791,05/06/2018,1.25,98.12329509
20062,05/06/2018,0.69,101.0677517
71151,05/06/2018,1.12,104.2801227
75596,05/06/2018,0.66,104.902827
63963,06/06/2018,1.26,97.65602527
16792,06/06/2018,1.38,104.5957002
88569,06/06/2018,0.79,100.1846298
22757,06/06/2018,0.8,102.5530587
99779,06/06/2018,1.07,99.03821758
22778,06/06/2018,0.71,95.44749265
89791,06/06/2018,1.25,100.7832123
20062,06/06/2018,0.69,98.52589497
71151,06/06/2018,1.12,102.5280474
75596,06/06/2018,0.66,95.0828622
63963,07/06/2018,1.26,98.28273693
16792,07/06/2018,1.38,102.8427379
88569,07/06/2018,0.79,100.832985
22757,07/06/2018,0.8,99.4316585
99779,07/06/2018,1.07,99.13233737
22778,07/06/2018,0.71,98.82726527
89791,07/06/2018,1.25,96.47577091
20062,07/06/2018,0.69,104.7816341
71151,07/06/2018,1.12,99.91845649
75596,07/06/2018,0.66,104.9473063
63963,08/06/2018,1.26,100.0060028
16792,08/06/2018,1.38,103.8168854
88569,08/06/2018,0.79,97.68670034
22757,08/06/2018,0.8,97.30395325
99779,08/06/2018,1.07,99.46693857
22778,08/06/2018,0.71,98.19775185
89791,08/06/2018,1.25,99.75919345
20062,08/06/2018,0.69,101.7643
71151,08/06/2018,1.12,98.16266567
75596,08/06/2018,0.66,102.0041049
63963,09/06/2018,1.26,96.1782934
16792,09/06/2018,1.38,99.51758372
88569,09/06/2018,0.79,96.69955629
22757,09/06/2018,0.8,103.2590346
99779,09/06/2018,1.07,96.61396577
22778,09/06/2018,0.71,100.3479997
89791,09/06/2018,1.25,98.15121303
20062,09/06/2018,0.69,95.38730391
71151,09/06/2018,1.12,103.1184925
75596,09/06/2018,0.66,99.77351449
63963,10/06/2018,1.26,95.53658752
16792,10/06/2018,1.38,104.9553911
88569,10/06/2018,0.79,98.99593472
22757,10/06/2018,0.8,100.586336
99779,10/06/2018,1.07,103.8250897
22778,10/06/2018,0.71,102.089355
89791,10/06/2018,1.25,102.7498996
20062,10/06/2018,0.69,98.8291359
71151,10/06/2018,1.12,99.64157064
75596,10/06/2018,0.66,95.37057534
63963,11/06/2018,1.26,102.0822679
16792,11/06/2018,1.38,97.1208855
88569,11/06/2018,0.79,104.2988845
22757,11/06/2018,0.8,99.06485092
99779,11/06/2018,1.07,104.3757816
22778,11/06/2018,0.71,102.4866792
89791,11/06/2018,1.25,101.5907102
20062,11/06/2018,0.69,101.8275058
71151,11/06/2018,1.12,99.78369596
75596,11/06/2018,0.66,102.2180296
